NO,From,ETH
33,0x4ed2c56261bd182afd7a40b8ceb24f526b0e3fc7,0.001340381
34,0x88ec530b4136a04d853f1ad6b75db62138c013ff,0.000657391
35,0xdd27384d3e7abcb8090b56620bdf55e118d0bdee,0.001300602
36,0x320d7afce12b0a43d58c6075ccf7dcfd767c3aeb,0.00103484
37,0xabfb8f5bacc4312a201bb25e788a7764532b6c23,0.001708459
38,0x9eadea5bc8d259d70f8403c33867ee49c804dd39,0.000657391
39,0x1e5c8e1541edf6b35d48188b3f03850e1bb3151e,0.000657551
40,0x405bfef2524b64a8e901d64e916726d364c0557b,0.001058735
41,0x505e0b7194ef6ad35cce5e4a458ce8b9fcbb7918,0.000657551
42,0xd63b1828b35d1f4075aa7f8a32d69c87795aa8d1,0.000657551
43,0xba9d8d97fcd0cdfb04897b397d6ce8f7c75298f7,0.001332145
44,0xde08b780bc44f3c6f2ce4de59c47a7418c7d3891,0.000657551
45,0xda71f9da7a9dfba6e7f3e153b7b1670bc8290d4f,0.000657551
46,0xa0159b4cc2c9e32e8b1d49bad19f39a61744d24f,0.001314024
47,0xb270882fcc7c2d3a65df5a7eb050bfe8d9222216,0.001788784
48,0xc15eacd9771fa7d55cf495ee0581ab6348f4488a,0.000975045
49,0xaa2916a643dc18a8cac1fab47161e2eb4a3da732,0.001775438
50,0xdaff8cab302323892575328ac5050bdfeebd46e8,0.001368603
51,0xb7bea227b73f377474d6f16bbf75494ec1cd86e8,0.000726305
52,0xed300c2a87625b03d6dd52089d2a3e4ffb09bd7d,0.000726128
53,0x772730781074a9d7243e3bdccf47592d7a568a07,0.000421318
54,0x6627f796f092b84b406981c1e4ce81f9a4fb43a5,0.001122593
55,0xa8376d8970b07da1c964a01c5536423b7f715089,0.000726305
56,0xe4f1fb473b7b1967d76cd64cedda7203523ce421,0.000726128
57,0x9fd5f6ac3e7f278d727d4cd20bbdcaa6321027eb,0.002991194
58,0x364ee9a0e1e3b01403e97920143c5ac1e7d637d8,0.001084991
59,0x747dd7276d60e8a8d3edd52f74bf105a1f85a789,0.000696224
60,0xe198c19e765388d590658e5b902dda8e5efaf269,0.000696224
61,0x77ead4df84087ac4ead5cdc01b5cabc50be108e0,0.00142997
62,0xe8e17a5f9d335997f85fa90fd897b16629e37c66,0.001370485
63,0x22181ed85bbf897fb1b9ef39507df0f02b84b408,0.000696224
64,0xa0e4acc6dac968613d4fa26819b4104972af354d,0.000686795
65,0x579266beda6bb1a455bc214c90c7a1e04c10c8c6,0.003203404
66,0xd2f9decd3991501458fd057c963a04846a585815,0.000398399
67,0x08b1ba9cd8a4b7222b220489574aa1ddeff752f6,0.000686795
68,0x68d5721d9263eeadd42aba1fc656613613552e34,0.000686795
69,0xb908173c0aa4f60d339cfccb12d6f1c875b17db3,0.001081013
70,0x148ef7b21d7b7dd1ab919d3d5e63a61c133b9f64,0.000398399
71,0xc82751f53b7ec57631c876049510001d50761609,0.000686795
72,0x8d12a71cb933a4222d42fecbb4ba9c15e455305b,0.001739556
73,0x7419051daf5aacba39f933ad7881872b7f77d6c5,0.001073681
74,0x6879fb90bf82adc9259e89d1c6370abb65aed8ed,0.001083083
75,0x5aaf6e2491aad47efd6f9f49c0e8b11d0043318b,0.000686795
76,0x1f42581f36f4673685f0838ff5cf0587596aa77f,0.000632902
77,0x341d8fee8b8e8fccadedf2a1d82551eb1febc0c5,0.000650403
78,0x06992a53754519f60ecb00a5dd3f62bf2b250445,0.001269215
79,0xf3e4210c7b3708035229a2529ed70f86e128aa8f,0.000650245
80,0xc429c593aaae0d212efbaea824f03107666ab800,0.000650403
81,0x04d2f4a8b726ed389a883838f69973bb80c07fa5,0.000650403
82,0xf7d5afca4f87187eb2cbca26602e762b489ad885,0.00129377
83,0x7adb81180ac5a676a2030520d5a5fc3e81421003,0.001037289
84,0x6ae01efedb2ea2867aab38e810f6031848d055d9,0.000591957
85,0xeb3e169c5b2afdd5d17ff462f97006594c372129,0.00058839
86,0xd62e1102636f0f3654b08a69095041b49075b224,0.000683157
87,0x628007b94302e51a129bc0a25eb4abccb33bf844,0.00068299
88,0x807ce160588751efc5e931e085dae6e9a0ab578f,0.001326524
89,0xf72d1269bd979af86f95379e9104730bf7049863,0.000396288
90,0x9919c7c46e8e2f4be8acf348a66c763cb939cba6,0.000683157
91,0x4ec21d8bbc34ec054f415081174788d17a390c9e,0.00068299
92,0xeef563b5010d5b7af6f095757bf616f7e379a682,0.001296828
93,0x0429c5a5a73a436053445a39e44e5d333e25b71e,0.000780698
94,0x9b03fa7168a6b8fd305aa97fdd53790f952976be,0.000666785
95,0x646f0c99578a7522a35875e24ac3a1fcd7d4ef32,0.000666947
96,0x469a6e6e1263c6023466668cd4bd3c1a3e5ad4da,0.000386886
97,0xd8f41bdb5526063c1fbd5a3be5dae47d0b94b637,0.00143761
98,0x6fa447cdc0359fbac1e81b59275ef86f5aff3caf,0.001555332
99,0x6803444e33e43f59e025546e22d4ec1fff4f3b37,0.000622277
100,0x122a0b5098bd7fcd5cc9a89f751c5486ab5f9250,0.000674594
101,0x2ccd72d141f567ea0680dafdfb06b6c87df18bc5,0.000674594
102,0x0999cf7a5c573968cba7017efe1d3cd6250e2960,0.000391321
103,0x06240fe3813f1082b294cdef9c23dbe7e59a737f,0.000674594
104,0xc2c28b65c7c766e9c62fbdcede502b5fb5dd9699,0.000356253
105,0x8c7cf0a0f4aa67c4b2bdaa73a82af3e25abc7cc9,0.000395108
106,0xcf061d6b0ff4d00e9e3bd9105958a816a400b041,0.001331668
107,0xebfe54c3ecd3c43dd8239c6df909f260f75cb379,0.000656473
108,0x85f05524c989e477d40577f010c3b4ca2072d1b6,0.000754017
109,0x731c1625251dc470244e45edc2a90d8dbeca63bd,0.00038081
110,0xb8cc9ad3dff264d1f3fb97a61421a770ed99f7d0,0.000356253
111,0xa26b568c9f6adf8eb536a390dd233d8425a95454,0.00059793
112,0x2a8920b334c9704b5377bcdc9dee2526139c011d,0.000370597
113,0xad920cd7046c3e3c5b562bbf61c60d7a0b5d85cf,0.001354327
114,0x2d4d638bde459748c3b628cd6f74a0a21dae8552,0.000638867
115,0x6568afc5b8c903b4d612e3e66133d26a0ae85868,0.000638867
116,0xbca34271a5613903f7c575123d38bdd51f18dbfa,0.001842383
117,0x0ef5d6bf60dfea881923fa8db1df41e5ebb1edcf,0.000373207
118,0x6f53bf171c84843b1a52838c3084811543d452dd,0.000587456
119,0xc3ebf57f4debc419082c825aefef8ac10c433fdd,0.000608303
120,0xf42ec686f384f408c9b816167f89c5adcee55eca,0.000699674
121,0x0d5fdd31db9d8dda95fa47ac21142d4297c5cd4c,0.00142895
122,0x2aa13431da42ea0160072b0637588934d0b3a350,0.00039167
123,0x9535b9afa9259163a0c86f72735e078314026ef6,0.000675031
124,0x90fb844a7c988f2175463e69d9afc8263a103c04,0.000630137
125,0x2c382aa6d22181440ff2f948db1e00515d95df9f,0.000649422
126,0xc384f50035946773b73bdcd0b39229fd9499f124,0.00037672
127,0x31166c2ea170d0a10f9da9fc539abdf2221d48df,0.000649106
128,0x25357bf21b9542a696178577d3e78083b92a6ea4,0.001307007
129,0x12b93dbca5cce9338756175da1fa51dbdacdf3b1,0.00037672
130,0x0ca943f41d3dfc285b7ba83209f1d27dd13eed59,0.000373154
131,0x62e479e95d2993d1287e23f98949d20b753292ae,0.000643275
132,0x36a3483f825a1f4ddec23f27122222e1af483471,0.001985946
133,0x537877893624ca6ce5254456168b0449ba63a399,0.000358963
134,0xf4560b1ef2b8840bb6666d39e7c8be916c76cf5b,0.000618812
135,0x24ec928781738ace215502c8496e602599b29bfc,0.00179318
136,0xa076b5375e21ef6651ca3b68b87042e513c97002,0.001245643
137,0x761a303b8c7af81d6f833ad9e3348a4220e2811b,0.000391786
138,0xbe1c4a5a25992dc8ac41f9b4de3c1c799639221c,0.000675231
139,0x6eaa1523465709ac0b0215fc103b58a87bb73158,0.000675395
140,0x4183587e49b5a919670824739a7aa654c35b93f8,0.000618626
141,0xfba806ba55defb01325d27dbfa4f11abaaec2395,0.000374391
142,0xadd1d12dc029f16205bfe6078d67f3291d0b267b,0.001212358
143,0xe0cbfaa38c36557daf9dad1aeed7bdd1232b21a6,0.000593873
144,0x36703c1bdf9dc48c9f21b5093b9ed6123b5e43a0,0.000554308
145,0xda5ee0dfa00ec679292f0cc6de80fead728a5eb6,0.000680577
146,0xd04afa445a918451492918369c86d7266e8a3359,0.000680577
147,0x3c64c3242d8c93e342d4244d7bd025478aa767fc,0.000674077
148,0x7d0c4cb4501f337c9d67ad78ab06bf85580d7429,0.000674077
149,0x74a2ec5ca63ae2ea2e404016e42bc54055ffc65c,0.000674077
150,0x803e4a298046eeb10491ff0ede962f942f37c7d7,0.000635053
151,0xfd8b9b6ec5f6712b960394307762a916d4a48fc5,0.000742387
152,0x488be2c8a8939171aa03d875de76eab1fa8d9e3d,0.001217015
153,0x68707c32384e453959a036f2748172ca22afac2b,0.000614687
154,0xc92d2c2375a2fcd145caa8b056753c7128f0d444,0.000381748
155,0x590cdb8581aa9513054271ca7a178b72c9eb86e4,0.001306795
156,0x985d7cff27bb0484799ec4b65061b29a4358ea5f,0.000639625
157,0x13c8268b3b9ac3c2a7baaf6c402f8322c91499ff,0.001167717
158,0x0f8d6ce1eb0079823f9aff92c4b28b40bb1da2f4,0.00057639
159,0x4d5c3fefb8ead5bf6c66287ee6f25fc81c640f93,0.000642687
160,0x904b1c6670ce45febce0134ac7b3a5fbecdd5d69,0.000343164
161,0x560f39c336e8b8700f1cdc4d7a2081687bfa5329,0.000602182
162,0x400bcb08aeda22862577ca2bd23c91af78a1ee6b,0.000602328
163,0x8cefbdcec0cf2b3a349a56a924acfd587d0a8e1f,0.000745712
164,0x8e422ee37e26c7a50f10df8f17025c1d03c49d66,0.001224887
165,0xe638376b2328ec47bed693c4d783f92646f8255e,0.001518222
166,0x3d6aa13ea03edb7d5a1154cfb1a6e68421463be7,0.001549075
167,0xbec54791079bdb07a415356ff343ec2c92f8f0f9,0.000652886
168,0x6310d1f60ae123823c3fb15216e871d593c20ede,0.00077864
169,0xfe3bc1eb469c70bfb462a9e208826e990bb078c0,0.000364431
170,0x0fba57699b7f1697ec4941d376cf89227f714077,0.000674642
171,0x95cef8fce73a182accdfb91f3ccfc62818a7364c,0.000768687
172,0x5274787387c5f66202b1723ac3a05154b2e40085,0.000379833
173,0x0ddd65bdf5371ccbc4aa1f6710261dedea6367da,0.000380913
174,0x0b3dc9a8170e9bcf1d65c2857a6ebed0e3b0fe48,0.000790149
175,,0
1,0x2dba9d73aea96f786c9312fbd0cb0fc2f51e5e73,0.000660328
2,0x3ab62bafacbb8030cca852924b41ad3af7919a41,0.000685623
3,0x8c0895d1d57c077fbb22cb779c0419b3ad6f383f,0.001357198
4,0xed1f3638ffb20f52ec2c686994faf385ecebe626,0.000660974
5,0x5803a21e4d0e822af67143e758a2236c1ffd3df5,0.00235349
6,0x47c3418bfabbed5aa8ddefe5445036e64c1f226e,0.001279289
7,0xaed88e89c616cc92c6295ed6986a921fdc978e54,0.001299841
8,0xa0e489e406a59d916c32c7623738eb1f0e80c1a9,0.00200532
9,0x30139d2ad54da1c53e1b594ed40b68e42fb441f6,0.001422635
10,0xe968f854485e33eac980f8da24659ee34194739c,0.001318525
11,0xbd8aab8a80d37174f807efbefa3bb044e7adee9f,0.008488346
12,0x8934f5dff5f291c1cc92dbcf296d7860ba16ecdb,0.000660974
13,0xb1ceaefebccf39e96e3a158dc40dd78d9ba16003,0.002517808
14,0x6c4ecb8a08bdeffb8554adff6b6bce84f1aa7c71,0.001012635
15,0xa2f720d120b28e662dd1a9d0d5224f217e2f44d5,0.001964367
16,0x705b2424b680bc5a17ba0a752c6d2078a6c17486,0.001739112
17,0x01c65c7111900947207c072de2ae439c29eac56c,0.001056937
18,0xb5c56681ca5e743d4b28ce383f04aacb4fb35582,0.002003429
19,0xdbbd65026a07cfbfa1aa92744e4d69951686077d,0.001066389
20,0x3e1437fd97c60d4e98922d5d3b4012383e4bda8d,0.000660649
21,0x9d93c51d265cbfefeb85fea2ee69dc0acc8c95a4,0.003509693
22,0x646321e7b4d09148ae45a8035b6cc8f569d62cac,0.001037208
23,0x3da8abe6defee8588267ae6e0824ebbcda07ccb1,0.002214823
24,0xbb973f31aa80c3b0e50741124c454ee44a09cf47,0.001315588
25,0x6dfd03047430afb2174e21d829cf3174a82bbe18,0.002037357
26,0xb501026ca0acf4deb7bd8962a05f4515a2eea61f,0.000660488
27,0x70b90fb0083b6ad50c7f816a4914ed3a80d26113,0.000660488
28,0xfbd36dbf2f64913e06f3ea141ff38af640434b76,0.001041459
29,0x06342de61945215535ae4ffed89151dad61f0027,0.003058192
30,0x14428c2f4003373bbef06569587428a46779dd3a,0.001005313
31,0x3189d2a826e46366279b8ab1e2a79a7694e064a2,0.001041459
32,0xdaa284715af2d28dd69e193ae2cd89b602d2d810,0.000657551
33,0x4ed2c56261bd182afd7a40b8ceb24f526b0e3fc7,0.001340381
34,0x88ec530b4136a04d853f1ad6b75db62138c013ff,0.000657391
35,0xdd27384d3e7abcb8090b56620bdf55e118d0bdee,0.001300602
36,0x320d7afce12b0a43d58c6075ccf7dcfd767c3aeb,0.00103484
37,0xabfb8f5bacc4312a201bb25e788a7764532b6c23,0.001708459
38,0x9eadea5bc8d259d70f8403c33867ee49c804dd39,0.000657391
39,0x1e5c8e1541edf6b35d48188b3f03850e1bb3151e,0.000657551
40,0x405bfef2524b64a8e901d64e916726d364c0557b,0.001058735
41,0x505e0b7194ef6ad35cce5e4a458ce8b9fcbb7918,0.000657551
42,0xd63b1828b35d1f4075aa7f8a32d69c87795aa8d1,0.000657551
43,0xba9d8d97fcd0cdfb04897b397d6ce8f7c75298f7,0.001332145
44,0xde08b780bc44f3c6f2ce4de59c47a7418c7d3891,0.000657551
45,0xda71f9da7a9dfba6e7f3e153b7b1670bc8290d4f,0.000657551
46,0xa0159b4cc2c9e32e8b1d49bad19f39a61744d24f,0.001314024
47,0xb270882fcc7c2d3a65df5a7eb050bfe8d9222216,0.001788784
48,0xc15eacd9771fa7d55cf495ee0581ab6348f4488a,0.000975045
49,0xaa2916a643dc18a8cac1fab47161e2eb4a3da732,0.001775438
50,0xdaff8cab302323892575328ac5050bdfeebd46e8,0.001368603
51,0xb7bea227b73f377474d6f16bbf75494ec1cd86e8,0.000726305
52,0xed300c2a87625b03d6dd52089d2a3e4ffb09bd7d,0.000726128
53,0x772730781074a9d7243e3bdccf47592d7a568a07,0.000421318
54,0x6627f796f092b84b406981c1e4ce81f9a4fb43a5,0.001122593
55,0xa8376d8970b07da1c964a01c5536423b7f715089,0.000726305
56,0xe4f1fb473b7b1967d76cd64cedda7203523ce421,0.000726128
57,0x9fd5f6ac3e7f278d727d4cd20bbdcaa6321027eb,0.002991194
58,0x364ee9a0e1e3b01403e97920143c5ac1e7d637d8,0.001084991
59,0x747dd7276d60e8a8d3edd52f74bf105a1f85a789,0.000696224
60,0xe198c19e765388d590658e5b902dda8e5efaf269,0.000696224
61,0x77ead4df84087ac4ead5cdc01b5cabc50be108e0,0.00142997
62,0xe8e17a5f9d335997f85fa90fd897b16629e37c66,0.001370485
63,0x22181ed85bbf897fb1b9ef39507df0f02b84b408,0.000696224
64,0xa0e4acc6dac968613d4fa26819b4104972af354d,0.000686795
65,0x579266beda6bb1a455bc214c90c7a1e04c10c8c6,0.003203404
66,0xd2f9decd3991501458fd057c963a04846a585815,0.000398399
67,0x08b1ba9cd8a4b7222b220489574aa1ddeff752f6,0.000686795
68,0x68d5721d9263eeadd42aba1fc656613613552e34,0.000686795
69,0xb908173c0aa4f60d339cfccb12d6f1c875b17db3,0.001081013
70,0x148ef7b21d7b7dd1ab919d3d5e63a61c133b9f64,0.000398399
71,0xc82751f53b7ec57631c876049510001d50761609,0.000686795
72,0x8d12a71cb933a4222d42fecbb4ba9c15e455305b,0.001739556
73,0x7419051daf5aacba39f933ad7881872b7f77d6c5,0.001073681
74,0x6879fb90bf82adc9259e89d1c6370abb65aed8ed,0.001083083
75,0x5aaf6e2491aad47efd6f9f49c0e8b11d0043318b,0.000686795
76,0x1f42581f36f4673685f0838ff5cf0587596aa77f,0.000632902
77,0x341d8fee8b8e8fccadedf2a1d82551eb1febc0c5,0.000650403
78,0x06992a53754519f60ecb00a5dd3f62bf2b250445,0.001269215
79,0xf3e4210c7b3708035229a2529ed70f86e128aa8f,0.000650245
80,0xc429c593aaae0d212efbaea824f03107666ab800,0.000650403
81,0x04d2f4a8b726ed389a883838f69973bb80c07fa5,0.000650403
82,0xf7d5afca4f87187eb2cbca26602e762b489ad885,0.00129377
83,0x7adb81180ac5a676a2030520d5a5fc3e81421003,0.001037289
84,0x6ae01efedb2ea2867aab38e810f6031848d055d9,0.000591957
85,0xeb3e169c5b2afdd5d17ff462f97006594c372129,0.00058839
86,0xd62e1102636f0f3654b08a69095041b49075b224,0.000683157
87,0x628007b94302e51a129bc0a25eb4abccb33bf844,0.00068299
88,0x807ce160588751efc5e931e085dae6e9a0ab578f,0.001326524
89,0xf72d1269bd979af86f95379e9104730bf7049863,0.000396288
90,0x9919c7c46e8e2f4be8acf348a66c763cb939cba6,0.000683157
91,0x4ec21d8bbc34ec054f415081174788d17a390c9e,0.00068299
92,0xeef563b5010d5b7af6f095757bf616f7e379a682,0.001296828
93,0x0429c5a5a73a436053445a39e44e5d333e25b71e,0.000780698
94,0x9b03fa7168a6b8fd305aa97fdd53790f952976be,0.000666785
95,0x646f0c99578a7522a35875e24ac3a1fcd7d4ef32,0.000666947
96,0x469a6e6e1263c6023466668cd4bd3c1a3e5ad4da,0.000386886
97,0xd8f41bdb5526063c1fbd5a3be5dae47d0b94b637,0.00143761
98,0x6fa447cdc0359fbac1e81b59275ef86f5aff3caf,0.001555332
99,0x6803444e33e43f59e025546e22d4ec1fff4f3b37,0.000622277
100,0x122a0b5098bd7fcd5cc9a89f751c5486ab5f9250,0.000674594
101,0x2ccd72d141f567ea0680dafdfb06b6c87df18bc5,0.000674594
102,0x0999cf7a5c573968cba7017efe1d3cd6250e2960,0.000391321
103,0x06240fe3813f1082b294cdef9c23dbe7e59a737f,0.000674594
104,0xc2c28b65c7c766e9c62fbdcede502b5fb5dd9699,0.000356253
105,0x8c7cf0a0f4aa67c4b2bdaa73a82af3e25abc7cc9,0.000395108
106,0xcf061d6b0ff4d00e9e3bd9105958a816a400b041,0.001331668
107,0xebfe54c3ecd3c43dd8239c6df909f260f75cb379,0.000656473
108,0x85f05524c989e477d40577f010c3b4ca2072d1b6,0.000754017
109,0x731c1625251dc470244e45edc2a90d8dbeca63bd,0.00038081
110,0xb8cc9ad3dff264d1f3fb97a61421a770ed99f7d0,0.000356253
111,0xa26b568c9f6adf8eb536a390dd233d8425a95454,0.00059793
112,0x2a8920b334c9704b5377bcdc9dee2526139c011d,0.000370597
113,0xad920cd7046c3e3c5b562bbf61c60d7a0b5d85cf,0.001354327
114,0x2d4d638bde459748c3b628cd6f74a0a21dae8552,0.000638867
115,0x6568afc5b8c903b4d612e3e66133d26a0ae85868,0.000638867
116,0xbca34271a5613903f7c575123d38bdd51f18dbfa,0.001842383
117,0x0ef5d6bf60dfea881923fa8db1df41e5ebb1edcf,0.000373207
118,0x6f53bf171c84843b1a52838c3084811543d452dd,0.000587456
119,0xc3ebf57f4debc419082c825aefef8ac10c433fdd,0.000608303
120,0xf42ec686f384f408c9b816167f89c5adcee55eca,0.000699674
121,0x0d5fdd31db9d8dda95fa47ac21142d4297c5cd4c,0.00142895
122,0x2aa13431da42ea0160072b0637588934d0b3a350,0.00039167
123,0x9535b9afa9259163a0c86f72735e078314026ef6,0.000675031
124,0x90fb844a7c988f2175463e69d9afc8263a103c04,0.000630137
125,0x2c382aa6d22181440ff2f948db1e00515d95df9f,0.000649422
126,0xc384f50035946773b73bdcd0b39229fd9499f124,0.00037672
127,0x31166c2ea170d0a10f9da9fc539abdf2221d48df,0.000649106
128,0x25357bf21b9542a696178577d3e78083b92a6ea4,0.001307007
129,0x12b93dbca5cce9338756175da1fa51dbdacdf3b1,0.00037672
130,0x0ca943f41d3dfc285b7ba83209f1d27dd13eed59,0.000373154
131,0x62e479e95d2993d1287e23f98949d20b753292ae,0.000643275
132,0x36a3483f825a1f4ddec23f27122222e1af483471,0.001985946
133,0x537877893624ca6ce5254456168b0449ba63a399,0.000358963
134,0xf4560b1ef2b8840bb6666d39e7c8be916c76cf5b,0.000618812
135,0x24ec928781738ace215502c8496e602599b29bfc,0.00179318
136,0xa076b5375e21ef6651ca3b68b87042e513c97002,0.001245643
137,0x761a303b8c7af81d6f833ad9e3348a4220e2811b,0.000391786
138,0xbe1c4a5a25992dc8ac41f9b4de3c1c799639221c,0.000675231
139,0x6eaa1523465709ac0b0215fc103b58a87bb73158,0.000675395
140,0x4183587e49b5a919670824739a7aa654c35b93f8,0.000618626
141,0xfba806ba55defb01325d27dbfa4f11abaaec2395,0.000374391
142,0xadd1d12dc029f16205bfe6078d67f3291d0b267b,0.001212358
143,0xe0cbfaa38c36557daf9dad1aeed7bdd1232b21a6,0.000593873
144,0x36703c1bdf9dc48c9f21b5093b9ed6123b5e43a0,0.000554308
145,0xda5ee0dfa00ec679292f0cc6de80fead728a5eb6,0.000680577
146,0xd04afa445a918451492918369c86d7266e8a3359,0.000680577
147,0x3c64c3242d8c93e342d4244d7bd025478aa767fc,0.000674077
148,0x7d0c4cb4501f337c9d67ad78ab06bf85580d7429,0.000674077
149,0x74a2ec5ca63ae2ea2e404016e42bc54055ffc65c,0.000674077
150,0x803e4a298046eeb10491ff0ede962f942f37c7d7,0.000635053
151,0xfd8b9b6ec5f6712b960394307762a916d4a48fc5,0.000742387
152,0x488be2c8a8939171aa03d875de76eab1fa8d9e3d,0.001217015
153,0x68707c32384e453959a036f2748172ca22afac2b,0.000614687
154,0xc92d2c2375a2fcd145caa8b056753c7128f0d444,0.000381748
155,0x590cdb8581aa9513054271ca7a178b72c9eb86e4,0.001306795
156,0x985d7cff27bb0484799ec4b65061b29a4358ea5f,0.000639625
157,0x13c8268b3b9ac3c2a7baaf6c402f8322c91499ff,0.001167717
158,0x0f8d6ce1eb0079823f9aff92c4b28b40bb1da2f4,0.00057639
159,0x4d5c3fefb8ead5bf6c66287ee6f25fc81c640f93,0.000642687
160,0x904b1c6670ce45febce0134ac7b3a5fbecdd5d69,0.000343164
161,0x560f39c336e8b8700f1cdc4d7a2081687bfa5329,0.000602182
162,0x400bcb08aeda22862577ca2bd23c91af78a1ee6b,0.000602328
163,0x8cefbdcec0cf2b3a349a56a924acfd587d0a8e1f,0.000745712
164,0x8e422ee37e26c7a50f10df8f17025c1d03c49d66,0.001224887
165,0xe638376b2328ec47bed693c4d783f92646f8255e,0.001518222
166,0x3d6aa13ea03edb7d5a1154cfb1a6e68421463be7,0.001549075
167,0xbec54791079bdb07a415356ff343ec2c92f8f0f9,0.000652886
168,0x6310d1f60ae123823c3fb15216e871d593c20ede,0.00077864
169,0xfe3bc1eb469c70bfb462a9e208826e990bb078c0,0.000364431
170,0x0fba57699b7f1697ec4941d376cf89227f714077,0.000674642
171,0x95cef8fce73a182accdfb91f3ccfc62818a7364c,0.000768687
172,0x5274787387c5f66202b1723ac3a05154b2e40085,0.000379833
173,0x0ddd65bdf5371ccbc4aa1f6710261dedea6367da,0.000380913
174,0x0b3dc9a8170e9bcf1d65c2857a6ebed0e3b0fe48,0.000790149
175,,0
